Transaction_ID,Transaction_Date,Revenue,Expenses,Profit,Category,Region,Department,Product_Line,Customer_Segment,Payment_Method,Discount
TXN0269,03-07-2023,5346,19654,-14308,R&D,South America,Sales,Healthcare,SMB,Cash,23%
TXN0270,06-05-2022,6644,20675,-14031,R&D,Africa,Operations,Electronics,SMB,Cash,22%
TXN0271,20-04-2022,41510,19585,21925,R&D,Africa,HR,Furniture,SMB,Cash,28%
TXN0272,25-10-2022,9273,26893,-17620,HR,Asia-Pacific,IT,Healthcare,SMB,Credit Card,0%
TXN0273,02-03-2022,7817,18956,-11139,R&D,Africa,IT,Clothing,SMB,Cash,3%
TXN0274,06-06-2022,6967,3721,3246,Operations,North America,HR,Healthcare,SMB,Cash,12%
TXN0275,09-12-2023,5901,5529,372,Operations,Africa,Marketing,Furniture,SMB,Cash,1%
TXN0276,26-08-2022,40916,29117,11799,Marketing,Africa,Sales,Healthcare,Enterprise,Bank Transfer,20%
TXN0277,11-09-2023,9317,16852,-7535,R&D,Asia-Pacific,IT,Clothing,B2C,PayPal,15%
TXN0278,05-03-2022,24416,24607,-191,R&D,Africa,IT,Clothing,B2C,Credit Card,20%
TXN0279,05-12-2023,27258,22775,4483,HR,Europe,Operations,Healthcare,B2B,Credit Card,20%
TXN0280,11-12-2023,33489,21866,11623,R&D,Africa,IT,Software,SMB,Bank Transfer,26%
TXN0281,11-11-2023,45701,25552,20149,R&D,South America,Operations,Software,SMB,Cash,21%
TXN0282,01-01-2023,12731,6311,6420,Sales,Africa,Sales,Healthcare,SMB,Bank Transfer,18%
TXN0283,16-09-2023,16416,28524,-12108,Marketing,North America,Sales,Clothing,B2B,Credit Card,23%
TXN0284,09-07-2022,42285,18981,23304,R&D,Europe,HR,Electronics,B2B,Cash,25%
TXN0285,29-04-2022,29645,27713,1932,R&D,North America,Sales,Electronics,B2C,PayPal,24%
TXN0286,18-11-2023,15100,15913,-813,R&D,Asia-Pacific,IT,Healthcare,SMB,Cash,14%
TXN0287,11-02-2023,18072,16713,1359,Marketing,South America,IT,Clothing,SMB,Cash,23%
TXN0288,21-04-2022,40296,20339,19957,Operations,Africa,Sales,Electronics,Enterprise,Cash,23%
TXN0289,01-07-2022,7858,17914,-10056,Sales,Africa,IT,Healthcare,B2C,Bank Transfer,25%
TXN0290,17-02-2023,23844,13835,10009,Marketing,North America,Sales,Furniture,SMB,Bank Transfer,19%
TXN0291,03-11-2023,22481,14550,7931,R&D,South America,Marketing,Clothing,Enterprise,Cash,6%
TXN0292,17-04-2022,27688,17038,10650,Marketing,Africa,IT,Clothing,Enterprise,Bank Transfer,17%
TXN0293,03-05-2022,36943,14777,22166,HR,Africa,IT,Healthcare,Enterprise,PayPal,18%
TXN0294,26-08-2023,11036,18004,-6968,R&D,Africa,Marketing,Healthcare,SMB,Cash,5%
TXN0295,27-05-2022,46764,20314,26450,Marketing,North America,IT,Clothing,SMB,Cash,8%
TXN0296,20-03-2022,32811,20012,12799,R&D,Africa,IT,Software,SMB,Cash,20%
TXN0297,30-01-2023,32759,10631,22128,R&D,North America,IT,Healthcare,SMB,Cash,10%
TXN0298,08-09-2023,27389,6077,21312,Marketing,Africa,Sales,Healthcare,SMB,Bank Transfer,24%
TXN0299,15-12-2023,15920,10723,5197,Operations,Africa,HR,Furniture,SMB,PayPal,15%
TXN0300,29-09-2023,22934,17739,5195,R&D,Europe,IT,Software,B2C,Bank Transfer,26%
TXN0301,17-04-2023,44744,17825,26919,R&D,Europe,IT,Furniture,SMB,Cash,2%
TXN0302,20-09-2022,7820,20527,-12707,R&D,North America,Sales,Furniture,B2B,Bank Transfer,12%
TXN0303,11-10-2022,32285,17612,14673,HR,Africa,Marketing,Electronics,B2C,Cash,0%
TXN0304,02-03-2023,22455,23724,-1269,R&D,Africa,Sales,Healthcare,SMB,Cash,16%
TXN0305,20-10-2022,46426,4735,41691,Operations,Africa,IT,Electronics,B2C,Cash,8%
TXN0306,06-07-2023,46468,10345,36123,Marketing,Africa,IT,Electronics,SMB,Credit Card,18%
TXN0307,23-12-2023,25490,28893,-3403,Marketing,Africa,Marketing,Healthcare,B2B,Credit Card,16%
TXN0308,26-02-2023,16507,22548,-6041,Operations,Africa,IT,Healthcare,SMB,Credit Card,10%
TXN0309,17-07-2022,5894,17827,-11933,R&D,North America,IT,Furniture,B2B,Cash,2%
TXN0310,21-11-2023,39839,14950,24889,R&D,South America,Finance,Clothing,Enterprise,Cash,10%
TXN0311,04-12-2022,12073,16301,-4228,Operations,Africa,Sales,Healthcare,Enterprise,PayPal,10%
TXN0312,07-12-2022,37659,24719,12940,R&D,Africa,Sales,Electronics,Enterprise,Credit Card,8%
TXN0313,08-12-2023,48721,18822,29899,Sales,North America,Marketing,Healthcare,SMB,PayPal,3%
TXN0314,23-07-2023,38307,12016,26291,HR,Africa,IT,Healthcare,B2C,Cash,2%
TXN0315,01-05-2022,40766,21603,19163,Operations,North America,Finance,Healthcare,SMB,Bank Transfer,0%
TXN0316,01-01-2022,6637,18585,-11948,R&D,Africa,IT,Electronics,B2C,Bank Transfer,4%
TXN0317,07-02-2022,28476,23749,4727,R&D,Europe,Sales,Software,B2B,PayPal,8%
TXN0318,06-08-2023,7286,22964,-15678,R&D,North America,Sales,Healthcare,B2B,Credit Card,1%
TXN0319,01-01-2023,26520,12041,14479,Sales,Africa,Sales,Healthcare,B2B,Cash,9%
TXN0320,11-11-2022,34119,14951,19168,Marketing,Asia-Pacific,Marketing,Healthcare,SMB,Credit Card,23%
TXN0321,05-02-2023,19503,19983,-480,Operations,North America,IT,Healthcare,B2B,PayPal,11%
TXN0322,27-03-2022,49983,17546,32437,R&D,Africa,IT,Furniture,B2C,PayPal,6%
TXN0323,14-10-2023,49172,11766,37406,R&D,Africa,IT,Clothing,Enterprise,Cash,12%
TXN0324,14-03-2022,16141,23951,-7810,R&D,Africa,Marketing,Electronics,SMB,Bank Transfer,27%
TXN0325,20-04-2023,31266,20171,11095,R&D,Africa,IT,Electronics,B2C,Bank Transfer,1%
TXN0326,19-01-2022,18218,10622,7596,R&D,Africa,Finance,Healthcare,Enterprise,Credit Card,21%
TXN0327,13-02-2022,34329,23156,11173,R&D,Africa,Operations,Healthcare,SMB,PayPal,15%
TXN0328,25-07-2022,25873,27039,-1166,Marketing,Africa,Finance,Healthcare,SMB,Credit Card,11%
TXN0329,27-09-2022,13600,12025,1575,HR,South America,Operations,Healthcare,B2B,Bank Transfer,8%
TXN0330,13-03-2023,11821,28383,-16562,R&D,North America,Marketing,Healthcare,B2C,Cash,24%
TXN0331,24-06-2022,46899,10869,36030,R&D,North America,Sales,Software,B2B,Cash,14%
TXN0332,02-04-2022,37734,19813,17921,R&D,Africa,Marketing,Software,B2B,PayPal,8%
TXN0333,21-03-2023,7581,24038,-16457,Marketing,North America,HR,Healthcare,B2B,Bank Transfer,1%
TXN0334,08-11-2022,49087,15994,33093,HR,South America,IT,Software,Enterprise,Credit Card,29%
TXN0335,14-04-2022,19159,11935,7224,HR,Africa,Marketing,Clothing,B2C,Cash,23%
TXN0336,09-05-2023,25356,13595,11761,HR,Africa,IT,Healthcare,Enterprise,Cash,2%
TXN0337,31-01-2022,47980,29859,18121,R&D,Africa,Sales,Healthcare,B2B,PayPal,26%
TXN0338,19-05-2023,11250,27061,-15811,Sales,Europe,HR,Electronics,B2C,Cash,27%
TXN0339,28-12-2023,6178,27547,-21369,R&D,Africa,IT,Furniture,SMB,PayPal,17%
TXN0340,01-04-2023,26318,25324,994,R&D,North America,HR,Electronics,SMB,Cash,8%
TXN0341,28-12-2023,28371,22151,6220,R&D,North America,IT,Healthcare,Enterprise,PayPal,8%
TXN0342,27-12-2023,32670,6598,26072,Operations,Asia-Pacific,HR,Clothing,B2C,Bank Transfer,25%
TXN0343,24-10-2023,41002,8654,32348,Marketing,North America,IT,Healthcare,B2B,Credit Card,12%
TXN0344,17-12-2022,30238,7141,23097,HR,Asia-Pacific,Finance,Electronics,B2B,Cash,9%
TXN0345,21-07-2023,34873,29646,5227,Sales,North America,IT,Healthcare,B2C,Credit Card,25%
TXN0346,29-12-2022,11599,11612,-13,R&D,Asia-Pacific,Sales,Electronics,Enterprise,Credit Card,12%
TXN0347,18-03-2022,48552,27967,20585,Sales,Europe,IT,Healthcare,Enterprise,PayPal,4%
TXN0348,11-02-2022,28046,10237,17809,Operations,South America,Sales,Clothing,Enterprise,Cash,7%
TXN0349,25-11-2023,6561,4712,1849,R&D,Africa,IT,Software,SMB,Cash,18%
TXN0350,26-10-2023,21683,18191,3492,Operations,North America,IT,Software,B2C,PayPal,12%
TXN0351,08-12-2022,49236,15278,33958,Sales,Africa,Operations,Clothing,B2C,Bank Transfer,3%
TXN0352,29-07-2023,44177,8961,35216,Sales,South America,Marketing,Electronics,B2B,Credit Card,6%
TXN0353,19-04-2022,37037,24114,12923,R&D,Europe,Marketing,Electronics,B2B,Credit Card,8%
TXN0354,21-09-2023,7017,29754,-22737,R&D,South America,IT,Healthcare,SMB,Cash,5%
TXN0355,08-02-2022,33313,12436,20877,R&D,North America,IT,Healthcare,B2B,Credit Card,5%
TXN0356,25-04-2023,7783,29961,-22178,R&D,Africa,Sales,Clothing,SMB,Bank Transfer,20%
TXN0357,05-07-2022,15364,26470,-11106,R&D,North America,Operations,Electronics,Enterprise,Cash,27%
TXN0358,08-04-2022,25775,20582,5193,HR,Africa,Marketing,Electronics,SMB,Cash,1%
TXN0359,28-09-2023,15824,6612,9212,R&D,North America,Finance,Healthcare,SMB,Cash,27%
TXN0360,11-08-2022,39202,11377,27825,R&D,Africa,Marketing,Healthcare,SMB,Credit Card,17%
TXN0361,16-06-2022,6110,12715,-6605,Marketing,Africa,IT,Electronics,Enterprise,Bank Transfer,26%
TXN0362,23-12-2023,32088,15183,16905,R&D,Asia-Pacific,IT,Software,SMB,Bank Transfer,9%
TXN0363,10-08-2023,38033,11797,26236,Sales,Europe,IT,Software,B2B,Credit Card,24%
TXN0364,29-11-2022,14204,4986,9218,HR,North America,IT,Clothing,B2C,Credit Card,29%
TXN0365,16-08-2023,32455,4895,27560,Operations,South America,IT,Healthcare,Enterprise,Credit Card,9%
TXN0366,02-10-2023,18658,22438,-3780,Operations,South America,IT,Clothing,SMB,Cash,18%
TXN0367,20-02-2023,30073,17323,12750,Sales,Africa,Marketing,Furniture,B2C,Credit Card,4%
TXN0368,24-12-2023,48621,4709,43912,Sales,Africa,Marketing,Clothing,SMB,Bank Transfer,6%
TXN0369,24-01-2022,26402,24528,1874,R&D,Asia-Pacific,Sales,Healthcare,SMB,Bank Transfer,20%
TXN0370,08-03-2023,34654,7196,27458,Sales,North America,Operations,Healthcare,SMB,Bank Transfer,3%
TXN0371,07-08-2023,15319,15615,-296,R&D,Europe,Finance,Clothing,B2C,Bank Transfer,20%
TXN0372,29-08-2022,39959,13799,26160,R&D,South America,IT,Electronics,B2C,Cash,22%
TXN0373,28-05-2023,6633,8291,-1658,R&D,South America,IT,Software,B2C,Bank Transfer,27%
TXN0374,14-01-2023,11403,3973,7430,R&D,Europe,Operations,Software,B2B,Cash,11%
TXN0375,22-10-2022,12312,20198,-7886,R&D,North America,Operations,Furniture,B2B,Cash,0%
TXN0376,05-10-2022,41073,22593,18480,Operations,Europe,HR,Furniture,B2C,Cash,7%
TXN0377,15-11-2023,20258,5172,15086,Operations,Africa,Sales,Healthcare,SMB,Credit Card,3%
TXN0378,04-07-2022,43937,8767,35170,R&D,Africa,Operations,Furniture,B2C,Cash,1%
TXN0379,31-10-2022,29904,4697,25207,R&D,Africa,IT,Clothing,B2B,PayPal,22%
TXN0380,09-11-2023,34777,26797,7980,Marketing,Africa,Sales,Electronics,B2B,Credit Card,22%
TXN0381,23-11-2023,31703,25613,6090,HR,Africa,Sales,Healthcare,SMB,Cash,4%
TXN0382,03-09-2022,28880,18679,10201,R&D,North America,IT,Clothing,SMB,Cash,3%
TXN0383,23-10-2022,16604,6622,9982,HR,Africa,IT,Furniture,B2B,Cash,6%
TXN0384,09-02-2022,9053,18917,-9864,Operations,Africa,IT,Electronics,SMB,Credit Card,16%
TXN0385,21-03-2022,6967,28079,-21112,Sales,Europe,HR,Electronics,Enterprise,PayPal,20%
TXN0386,12-02-2022,41742,12263,29479,Marketing,North America,IT,Electronics,SMB,Credit Card,24%
TXN0387,26-12-2023,15483,8089,7394,R&D,North America,IT,Healthcare,B2C,Bank Transfer,4%
TXN0388,27-07-2022,16225,14413,1812,HR,North America,Sales,Healthcare,B2C,Credit Card,26%
TXN0389,06-09-2022,36911,6495,30416,Sales,Africa,Sales,Electronics,Enterprise,PayPal,25%
TXN0390,18-03-2022,17035,18167,-1132,R&D,South America,IT,Software,SMB,Credit Card,5%
TXN0391,21-02-2023,27445,19843,7602,HR,Europe,IT,Healthcare,B2C,PayPal,24%
TXN0392,24-10-2023,8446,9698,-1252,Marketing,North America,Marketing,Clothing,B2B,Cash,24%
TXN0393,27-02-2023,9464,16084,-6620,Marketing,Africa,IT,Healthcare,B2B,Cash,26%
TXN0394,09-03-2023,14113,7089,7024,R&D,Asia-Pacific,Sales,Healthcare,SMB,Bank Transfer,16%
TXN0395,26-09-2023,34697,14119,20578,Operations,Africa,IT,Software,B2B,Credit Card,16%
TXN0396,01-11-2022,46512,3076,43436,R&D,South America,HR,Healthcare,B2B,Bank Transfer,14%
TXN0397,16-01-2022,40503,4764,35739,R&D,Africa,IT,Healthcare,Enterprise,Bank Transfer,15%
TXN0398,11-07-2023,29660,4209,25451,Operations,South America,Finance,Healthcare,SMB,Bank Transfer,16%
TXN0399,16-12-2022,30232,10587,19645,Marketing,Europe,Finance,Healthcare,SMB,Cash,21%
TXN0400,01-06-2023,35861,29178,6683,Marketing,South America,IT,Healthcare,SMB,Credit Card,22%
TXN0401,04-05-2023,40573,10244,30329,R&D,Africa,IT,Clothing,SMB,Cash,11%
TXN0402,25-03-2023,49855,25691,24164,R&D,Africa,Operations,Software,SMB,Cash,21%
TXN0403,01-12-2022,17273,20390,-3117,Sales,North America,Finance,Furniture,Enterprise,Credit Card,19%
TXN0404,25-05-2023,26335,29447,-3112,R&D,Africa,Operations,Electronics,SMB,Cash,2%
TXN0405,14-07-2022,20550,19967,583,R&D,Africa,Sales,Electronics,SMB,Credit Card,9%
TXN0406,26-11-2022,6368,11939,-5571,Sales,Europe,Operations,Clothing,B2C,Cash,26%
TXN0407,16-03-2022,7027,25383,-18356,Marketing,Europe,Sales,Healthcare,SMB,Cash,7%
TXN0408,19-11-2023,25907,27993,-2086,R&D,Africa,HR,Electronics,SMB,Cash,6%
TXN0409,24-03-2022,12674,5578,7096,Marketing,South America,Marketing,Healthcare,B2B,Credit Card,18%
TXN0410,01-11-2022,38806,17471,21335,R&D,Africa,HR,Software,Enterprise,Cash,5%
TXN0411,27-06-2022,28561,9263,19298,Sales,South America,IT,Software,B2B,Bank Transfer,15%
TXN0412,17-12-2023,32434,5896,26538,R&D,North America,IT,Healthcare,SMB,Bank Transfer,14%
TXN0413,21-09-2023,25732,8524,17208,R&D,Europe,IT,Healthcare,B2B,Credit Card,25%
TXN0414,09-02-2022,19282,9961,9321,Sales,Africa,IT,Software,B2C,Credit Card,6%
TXN0415,13-03-2022,48990,3694,45296,R&D,Africa,IT,Healthcare,SMB,Bank Transfer,18%
TXN0416,06-04-2023,35380,27026,8354,R&D,North America,Sales,Electronics,SMB,PayPal,13%
TXN0417,24-09-2022,23500,22183,1317,R&D,South America,IT,Electronics,B2C,Bank Transfer,6%
TXN0418,01-09-2022,45653,14138,31515,Sales,Europe,Operations,Software,SMB,Credit Card,18%
TXN0419,11-06-2022,42908,6443,36465,R&D,Asia-Pacific,Marketing,Electronics,B2C,Cash,6%
TXN0420,28-07-2022,17934,9890,8044,Marketing,Africa,IT,Software,B2B,Credit Card,19%
TXN0421,21-10-2022,16122,28870,-12748,Operations,South America,IT,Software,SMB,Credit Card,14%
TXN0422,09-03-2022,33213,21547,11666,Marketing,Africa,Marketing,Healthcare,B2C,Cash,0%
TXN0423,14-04-2022,14157,25528,-11371,R&D,North America,IT,Electronics,SMB,Credit Card,27%
TXN0424,13-05-2022,46733,19132,27601,R&D,Europe,Operations,Software,SMB,Cash,22%
TXN0425,03-08-2023,8364,28149,-19785,R&D,North America,Finance,Clothing,B2C,Credit Card,9%
TXN0426,01-09-2022,36196,12701,23495,HR,Africa,Sales,Software,SMB,Cash,7%
TXN0427,30-07-2022,15987,20809,-4822,R&D,Africa,IT,Healthcare,SMB,Cash,8%
TXN0428,14-02-2022,41014,21386,19628,Sales,Europe,Marketing,Furniture,B2B,Cash,18%
TXN0429,07-07-2023,8416,3970,4446,Operations,Europe,IT,Electronics,B2B,Credit Card,24%
TXN0430,12-06-2022,8492,22508,-14016,Marketing,Africa,IT,Software,B2B,Bank Transfer,13%
TXN0431,15-05-2023,33474,28147,5327,R&D,Asia-Pacific,Finance,Electronics,B2C,Bank Transfer,9%
TXN0432,23-11-2022,28502,3954,24548,R&D,North America,IT,Electronics,B2C,Cash,13%
TXN0433,28-10-2022,30059,19240,10819,R&D,Asia-Pacific,Finance,Clothing,SMB,PayPal,5%
TXN0434,27-12-2023,33904,9028,24876,HR,North America,Finance,Furniture,B2B,Cash,19%
TXN0435,21-06-2022,46378,7699,38679,R&D,South America,Finance,Software,SMB,Cash,13%
TXN0436,07-12-2023,49969,21285,28684,HR,South America,IT,Software,SMB,Cash,24%
TXN0437,03-04-2022,9662,17475,-7813,HR,North America,IT,Clothing,B2B,PayPal,22%
TXN0438,24-05-2023,23067,21643,1424,R&D,Africa,Sales,Electronics,Enterprise,Cash,8%
TXN0439,02-01-2023,44257,22442,21815,HR,Africa,IT,Healthcare,B2B,Cash,16%
TXN0440,13-11-2023,9194,21648,-12454,Marketing,Africa,Finance,Software,Enterprise,Bank Transfer,8%
TXN0441,20-09-2023,42211,7610,34601,HR,Africa,IT,Healthcare,B2B,PayPal,7%
TXN0442,26-11-2022,19108,28463,-9355,Sales,North America,Operations,Clothing,SMB,Cash,4%
TXN0443,17-11-2023,25389,25945,-556,Sales,Africa,IT,Electronics,B2B,Cash,22%
TXN0444,25-12-2022,7506,27670,-20164,R&D,Africa,IT,Clothing,B2B,PayPal,1%
TXN0445,22-06-2022,11497,14870,-3373,Marketing,Africa,Marketing,Healthcare,B2B,Cash,29%
TXN0446,01-09-2022,35422,14285,21137,R&D,Africa,IT,Software,SMB,PayPal,22%
TXN0447,15-05-2022,5077,19706,-14629,HR,Africa,IT,Electronics,B2C,Bank Transfer,18%
TXN0448,16-04-2022,8516,13452,-4936,Marketing,Africa,IT,Healthcare,SMB,Credit Card,18%
TXN0449,12-09-2022,40610,18460,22150,Marketing,North America,Marketing,Healthcare,SMB,Bank Transfer,19%
TXN0450,23-03-2023,48578,28502,20076,Sales,Europe,IT,Healthcare,B2B,PayPal,2%
TXN0451,10-03-2023,40723,29590,11133,Sales,Asia-Pacific,IT,Clothing,B2B,Bank Transfer,2%
TXN0452,05-11-2023,27866,14205,13661,Sales,Asia-Pacific,HR,Healthcare,SMB,Bank Transfer,2%
TXN0453,10-12-2022,37905,24148,13757,R&D,South America,IT,Furniture,SMB,Cash,23%
TXN0454,12-05-2022,42931,6619,36312,Operations,North America,IT,Healthcare,B2C,Cash,1%
TXN0455,09-03-2022,36633,8748,27885,HR,Europe,IT,Healthcare,B2C,Credit Card,19%
TXN0456,09-03-2023,25967,21391,4576,Sales,Africa,IT,Healthcare,B2C,Credit Card,22%
TXN0457,02-06-2023,31614,15291,16323,Operations,Africa,Sales,Clothing,SMB,Cash,24%
TXN0458,09-08-2023,9542,3723,5819,R&D,Africa,Finance,Electronics,SMB,PayPal,12%
TXN0459,04-11-2022,36726,4676,32050,R&D,Africa,Sales,Software,B2B,Cash,24%
TXN0460,19-12-2023,18704,10644,8060,R&D,Europe,Operations,Furniture,SMB,Credit Card,21%
TXN0461,16-09-2022,35247,29037,6210,R&D,North America,Marketing,Healthcare,B2B,Bank Transfer,6%
TXN0462,22-01-2022,17313,24255,-6942,Marketing,Africa,HR,Healthcare,B2B,Bank Transfer,4%
TXN0463,22-07-2022,29447,8103,21344,Marketing,Asia-Pacific,Finance,Healthcare,B2B,Cash,23%
TXN0464,15-05-2022,40934,25531,15403,Marketing,North America,HR,Healthcare,SMB,Cash,6%
TXN0465,17-09-2022,46309,24484,21825,Operations,North America,IT,Software,B2B,Cash,27%
TXN0466,16-11-2022,6732,27226,-20494,HR,Africa,Finance,Healthcare,SMB,Cash,2%
TXN0467,19-02-2022,23095,17521,5574,Sales,Africa,Marketing,Software,Enterprise,Cash,24%
TXN0468,28-11-2022,19186,16038,3148,Marketing,Africa,HR,Healthcare,SMB,Credit Card,3%
TXN0469,24-08-2022,9511,23622,-14111,Sales,North America,IT,Clothing,Enterprise,PayPal,13%
TXN0470,08-12-2023,6494,7502,-1008,Sales,Africa,Marketing,Clothing,B2C,Credit Card,4%
TXN0471,24-12-2023,20756,17617,3139,R&D,Africa,Operations,Clothing,B2B,Bank Transfer,6%
TXN0472,13-11-2022,45325,10855,34470,HR,Asia-Pacific,Operations,Healthcare,Enterprise,Bank Transfer,13%
TXN0473,04-11-2022,11986,21902,-9916,Sales,North America,Finance,Healthcare,Enterprise,Bank Transfer,20%
TXN0474,08-03-2022,46802,27203,19599,Marketing,Africa,IT,Furniture,SMB,Credit Card,26%
TXN0475,26-02-2023,38299,8846,29453,R&D,Asia-Pacific,Sales,Healthcare,B2C,Cash,11%
TXN0476,12-01-2023,7614,5107,2507,Marketing,Africa,IT,Clothing,B2C,Cash,4%
TXN0477,31-03-2023,41933,12650,29283,Operations,North America,Marketing,Software,B2C,Cash,2%
TXN0478,25-05-2022,17235,6575,10660,Sales,Africa,Sales,Electronics,B2B,Cash,27%
TXN0479,23-08-2022,30404,6244,24160,R&D,North America,Finance,Healthcare,SMB,Cash,10%
TXN0480,19-09-2023,31034,13034,18000,R&D,South America,HR,Healthcare,B2B,PayPal,20%
TXN0481,15-04-2023,27294,12419,14875,R&D,Asia-Pacific,IT,Clothing,B2B,Bank Transfer,10%
TXN0482,11-12-2022,26326,19948,6378,Sales,Africa,Finance,Clothing,SMB,Cash,0%
TXN0483,24-06-2023,14184,18198,-4014,R&D,Africa,IT,Software,B2B,PayPal,1%
TXN0484,27-08-2022,28491,6468,22023,Sales,Africa,HR,Healthcare,SMB,Credit Card,27%
TXN0485,21-04-2022,43717,7130,36587,Sales,South America,Operations,Healthcare,B2B,Cash,19%
TXN0486,03-04-2023,8063,11448,-3385,R&D,Africa,Operations,Electronics,Enterprise,Cash,10%
TXN0487,10-10-2022,27352,14718,12634,R&D,North America,Sales,Healthcare,SMB,Bank Transfer,8%
TXN0488,07-07-2022,45550,10422,35128,Sales,Africa,Operations,Clothing,B2B,PayPal,24%
TXN0489,18-01-2023,7714,27716,-20002,HR,Asia-Pacific,Sales,Clothing,Enterprise,Credit Card,15%
TXN0490,29-03-2023,37521,19273,18248,HR,Asia-Pacific,IT,Electronics,Enterprise,Credit Card,4%
TXN0491,17-10-2023,39845,6180,33665,Operations,Europe,IT,Healthcare,Enterprise,Cash,25%
TXN0492,20-08-2023,34647,10808,23839,HR,Africa,HR,Software,SMB,Credit Card,14%
TXN0493,04-11-2023,33180,12605,20575,Operations,Europe,Operations,Healthcare,SMB,Credit Card,26%
TXN0494,25-04-2022,5770,29333,-23563,R&D,Africa,HR,Clothing,SMB,Credit Card,25%
TXN0495,16-07-2023,39206,8566,30640,Sales,Asia-Pacific,IT,Furniture,B2C,PayPal,21%
TXN0496,05-04-2023,29063,12512,16551,Marketing,Europe,Marketing,Healthcare,SMB,PayPal,1%
TXN0497,24-12-2023,31160,20726,10434,Marketing,Africa,Operations,Software,SMB,Cash,4%
TXN0498,13-11-2023,31065,27810,3255,R&D,Africa,Marketing,Clothing,B2B,Cash,27%
TXN0499,14-07-2023,40766,5166,35600,R&D,North America,IT,Software,SMB,Cash,7%
TXN0500,01-01-2022,37717,17054,20663,R&D,Asia-Pacific,Finance,Electronics,B2C,Cash,14%
TXN0501,06-11-2022,25455,21119,4336,Sales,Africa,Marketing,Software,B2C,Bank Transfer,21%
TXN0502,29-06-2022,30045,8011,22034,Operations,Africa,IT,Electronics,SMB,PayPal,5%
TXN0503,24-10-2022,13051,11878,1173,R&D,North America,Sales,Software,SMB,Cash,1%
TXN0504,20-11-2022,21988,17960,4028,Marketing,Africa,Operations,Healthcare,SMB,Credit Card,15%
TXN0505,09-02-2023,29188,24624,4564,R&D,Africa,IT,Healthcare,SMB,Cash,19%
TXN0506,08-04-2022,22033,7808,14225,R&D,Europe,Operations,Software,SMB,Credit Card,2%
TXN0507,28-07-2022,7527,8911,-1384,Marketing,Europe,Marketing,Software,SMB,Bank Transfer,13%
TXN0508,12-10-2023,33578,22796,10782,R&D,North America,Sales,Electronics,B2C,PayPal,18%
TXN0509,15-10-2022,39400,18756,20644,Marketing,Asia-Pacific,IT,Software,B2B,Credit Card,17%
TXN0510,31-01-2023,26280,13227,13053,R&D,Africa,Marketing,Healthcare,Enterprise,Cash,23%
TXN0511,19-04-2023,27959,19050,8909,R&D,Africa,IT,Electronics,SMB,Credit Card,3%
TXN0512,26-03-2022,23712,12313,11399,Operations,North America,HR,Electronics,SMB,PayPal,18%
TXN0513,20-10-2022,12128,4936,7192,Marketing,Asia-Pacific,IT,Furniture,SMB,Cash,1%
TXN0514,26-08-2023,10268,25942,-15674,R&D,Europe,Finance,Healthcare,B2B,Cash,7%
TXN0515,21-12-2022,49552,9901,39651,R&D,South America,IT,Clothing,B2C,Cash,20%
TXN0516,12-12-2022,45119,25759,19360,R&D,North America,HR,Furniture,B2C,Cash,18%
TXN0517,01-08-2022,6662,11752,-5090,Sales,Africa,Finance,Software,B2B,Cash,11%
TXN0518,26-01-2023,36839,3767,33072,R&D,Africa,IT,Healthcare,B2B,Cash,18%
TXN0519,03-10-2022,42979,8469,34510,Marketing,North America,IT,Healthcare,SMB,Credit Card,21%
TXN0520,12-04-2022,28843,4463,24380,HR,South America,Finance,Furniture,B2C,Cash,9%
TXN0521,19-07-2023,12242,6786,5456,R&D,North America,Marketing,Healthcare,B2B,PayPal,8%
TXN0522,20-05-2022,6096,5839,257,HR,Africa,IT,Healthcare,B2C,Cash,9%
TXN0523,24-12-2023,21791,29079,-7288,R&D,Asia-Pacific,IT,Electronics,B2B,PayPal,29%
TXN0524,23-08-2023,32032,11112,20920,Sales,Africa,Operations,Electronics,SMB,Cash,6%
TXN0525,05-06-2023,34486,22536,11950,HR,Africa,IT,Electronics,B2C,Credit Card,20%
TXN0526,03-12-2022,16231,9312,6919,Marketing,Africa,Finance,Healthcare,B2C,Cash,5%
TXN0527,07-11-2022,15885,12344,3541,R&D,Africa,HR,Healthcare,SMB,Bank Transfer,0%
TXN0528,04-01-2023,34382,27128,7254,Sales,Africa,Marketing,Healthcare,B2B,Credit Card,7%
TXN0529,10-08-2023,34115,7511,26604,R&D,Africa,IT,Software,SMB,Cash,19%
TXN0530,09-06-2023,10322,3197,7125,Operations,South America,Sales,Electronics,Enterprise,Credit Card,10%
TXN0531,07-08-2022,36717,27640,9077,Sales,South America,Marketing,Clothing,B2C,Bank Transfer,17%
TXN0532,30-11-2023,44145,17482,26663,R&D,North America,Sales,Software,Enterprise,Bank Transfer,3%
TXN0533,03-08-2023,39080,10595,28485,R&D,Europe,Operations,Clothing,SMB,Cash,19%
TXN0534,07-11-2022,45095,23526,21569,Marketing,Africa,Operations,Electronics,B2C,Credit Card,3%
TXN0535,31-08-2023,13767,10659,3108,Marketing,Asia-Pacific,Operations,Healthcare,SMB,Cash,28%
TXN0536,13-11-2022,7541,3565,3976,Sales,North America,Sales,Clothing,SMB,Cash,1%
TXN0537,22-12-2023,25126,24331,795,R&D,North America,Sales,Healthcare,SMB,Cash,26%
